,Q1,Q2,Q3,Q4,Q5,Q6,Q25
2231,26,Man,Japan,3,Software Engineer,0.5,55
2232,45,Man,USA,4,Program/Project Manager,23,223964
2233,54,Woman,South Korea,4,Software Engineer,10,2729
2234,25,Man,China,3,Software Engineer,2,71208
2235,33,Man,USA,3,Data Analyst,10,216680
2236,26,Man,Japan,4,Machine Learning Engineer,8,78641
2237,31,Man,USA,5,Research Scientist,8,49991
2238,45,Man,USA,5,Research Scientist,10,48629
2239,70,Man,USA,5,Statistician,22,2271
2240,20,Man,USA,3,Data Scientist,4,24705
2241,30,Man,South Korea,3,Data Analyst,10,62244
2242,24,Man,USA,3,Other,0.5,22969
2243,28,Man,USA,3,Software Engineer,3,73551
2244,31,Man,USA,4,Data Engineer,10,120198
2245,31,Man,Japan,4,Data Scientist,0.5,105446
2246,51,Man,South Korea,4,Other,14,108565
2247,25,Man,South Korea,4,Machine Learning Engineer,1,52202
2248,35,Man,USA,3,Program/Project Manager,0,69892
2249,24,Man,Japan,3,Machine Learning Engineer,3,11812
2250,32,Man,USA,5,Research Scientist,3,106425
2251,23,Man,USA,4,Data Scientist,2,83470
2252,26,Man,China,3,Data Analyst,2,46
2253,49,Woman,USA,4,Program/Project Manager,3,63950
2254,19,Man,China,3,Data Analyst,3,577
2255,33,Man,Japan,3,Business Analyst,0.5,40336
2256,42,Woman,USA,3,Software Engineer,5,49881
2257,46,Man,Japan,2,Data Engineer,22,79866
2258,25,Man,USA,4,Data Engineer,1,144787
2259,20,Man,USA,3,Data Scientist,1,2425
2260,27,Woman,China,4,Data Analyst,1,798
2261,29,Man,Japan,4,Data Analyst,0.5,38102
2262,22,Man,China,5,Research Scientist,3,29
2263,31,Man,Japan,4,Statistician,1,87180
2264,70,Prefer not to say,USA,5,Statistician,28,114483
2265,54,Man,USA,4,Software Engineer,23,80822
2266,31,Man,USA,4,Data Scientist,7,491444
2267,47,Man,USA,4,Software Engineer,27,133803
2268,42,Man,USA,4,Data Scientist,8,137230
2269,50,Woman,USA,4,Data Analyst,2,68343
2270,39,Man,USA,4,Data Scientist,5,111024
2271,26,Man,Japan,4,Software Engineer,10,6398
2272,26,Woman,South Korea,4,DBA/Database Engineer,4,3145
2273,60,Man,Japan,3,Product Manager,4,40717
2274,48,Woman,USA,4,Other,0,18923
2275,50,Woman,USA,4,Data Scientist,5,121764
2276,48,Man,USA,4,Data Analyst,2,113139
2277,52,Man,USA,2,Data Analyst,3,89397
2278,31,Man,Japan,4,Data Scientist,4,88569
2279,51,Man,South Korea,4,Program/Project Manager,23,145110
2280,25,Man,Japan,5,Data Scientist,20,4416
2281,24,Man,USA,3,Machine Learning Engineer,5,495
2282,69,Man,USA,3,DBA/Database Engineer,19,31265
2283,20,Man,China,4,Data Scientist,3,377
2284,22,Man,USA,3,Data Scientist,10,85511
2285,49,Man,USA,2,Data Analyst,5,88402
2286,35,Man,USA,5,Data Scientist,13,287833
2287,50,Man,South Korea,4,Program/Project Manager,0.5,10885
2288,46,Man,South Korea,4,Data Scientist,1,68148
2289,31,Woman,USA,4,Business Analyst,3,118748
2290,40,Woman,USA,4,Business Analyst,2,89175
2291,37,Man,Japan,2,Data Engineer,3,4414
2292,27,Man,USA,4,Other,1,147950
2293,37,Man,USA,4,Data Analyst,5,110571
2294,52,Man,Japan,1,Data Scientist,5,76896
2295,38,Man,China,3,Data Analyst,14,1694
2296,51,Man,Japan,1,Software Engineer,28,86926
2297,37,Man,Japan,5,Data Analyst,5,72511
2298,48,Man,USA,4,Data Engineer,18,124914
2299,40,Man,USA,5,Data Scientist,13,1024299
2300,25,Man,USA,4,Research Scientist,1,34227
2301,24,Man,China,4,Data Engineer,0.5,1126
2302,32,Man,Japan,4,Program/Project Manager,6,201
2303,32,Woman,South Korea,3,Software Engineer,7,64821
2304,36,Man,USA,4,Data Scientist,8,98137
2305,35,Woman,Japan,0,Research Scientist,0.5,79855
2306,54,Man,USA,3,Software Engineer,6,71379
2307,54,Man,Japan,4,Product Manager,10,14286
2308,33,Man,Japan,4,Research Scientist,0.5,64436
2309,58,Man,South Korea,5,Program/Project Manager,1,122009
2310,29,Man,USA,4,Research Scientist,1,90048
2311,59,Man,USA,4,Software Engineer,27,167117
2312,37,Man,USA,3,Product Manager,1,110800
2313,45,Man,USA,2,Software Engineer,24,126712
2314,31,Man,China,5,Research Scientist,7,21066
2315,39,Man,USA,3,Data Scientist,3,881
2316,36,Man,USA,4,Product Manager,10,182042
2317,38,Man,USA,4,Other,3,54000
2318,28,Man,Japan,4,Data Analyst,3,6997
2319,30,Man,USA,4,Data Scientist,4,81485
2320,32,Man,USA,3,Other,7,74785
2321,22,Woman,USA,4,Other,2,51103
2322,52,Man,Japan,1,Software Engineer,20,63798
2323,38,Man,Japan,4,Data Scientist,11,91882
2324,49,Man,USA,4,Research Scientist,13,3693
2325,44,Woman,USA,5,Data Scientist,5,117583
2326,34,Man,USA,4,Data Scientist,8,151026
2327,34,Man,Japan,4,Data Scientist,4,110736
2328,37,Man,Japan,3,Software Engineer,13,42170
2329,63,Man,USA,4,Other,0,524
2330,28,Woman,USA,4,Machine Learning Engineer,9,194668
2331,25,Woman,USA,5,Research Scientist,0.5,55859
2332,47,Man,South Korea,4,Other,3,96429
2333,41,Man,Japan,3,Program/Project Manager,2,9442
2334,41,Woman,USA,5,Research Scientist,5,948
2335,60,Man,USA,5,Research Scientist,17,84336
2336,38,Man,Japan,3,Other,8,821
2337,36,Man,USA,5,Statistician,17,103261
2338,36,Prefer not to say,China,3,Data Scientist,12,181275
2339,39,Man,Japan,4,Other,0.5,38470
2340,68,Man,USA,4,Other,27,38968
2341,55,Man,USA,5,Research Scientist,21,272
2342,56,Woman,USA,3,Program/Project Manager,0,59102
2343,22,Woman,USA,3,Product Manager,0.5,126275
2344,28,Man,USA,2,Other,0.5,81048
2345,25,Man,USA,4,Data Analyst,3,59061
2346,39,Man,USA,4,Data Scientist,13,241930
2347,43,Man,Japan,4,Program/Project Manager,12,108526
2348,47,Man,USA,4,Product Manager,17,107623
2349,39,Man,USA,3,Data Analyst,6,81386
2350,29,Man,South Korea,4,Statistician,10,4394
2351,32,Woman,USA,4,Data Scientist,13,213792
2352,47,Woman,South Korea,5,Research Scientist,17,84310
2353,33,Man,South Korea,3,Other,3,28684
2354,46,Man,Japan,4,Research Scientist,25,64787
2355,41,Man,USA,5,Data Scientist,25,177357
2356,24,Man,USA,3,Other,0.5,42392
2357,30,Woman,USA,4,Data Analyst,4,89579
2358,30,Man,USA,5,Data Scientist,5,234266
2359,69,Man,Japan,3,Research Scientist,23,48665
2360,37,Man,China,4,Data Analyst,0.5,3617
2361,20,Prefer not to say,China,3,Data Analyst,3,734
2362,30,Man,USA,4,Business Analyst,1,95799
2363,25,Man,Japan,4,Research Scientist,0.5,43936
2364,29,Man,USA,3,Research Scientist,0.5,69696
2365,34,Man,South Korea,5,Statistician,6,52161
2366,70,Man,USA,4,Other,17,173443
2367,42,Man,South Korea,4,Other,5,1250
2368,27,Man,Japan,4,Software Engineer,3,353
2369,27,Man,USA,4,Data Scientist,5,89277
2370,45,Man,Japan,5,Data Scientist,26,51497
2371,43,Man,USA,5,Other,9,149081
2372,63,Man,USA,0,Developer Relations/Advocacy,26,247917
2373,26,Woman,USA,4,Data Scientist,3,179550
2374,70,Man,USA,4,Data Scientist,18,128992
2375,36,Man,USA,2,Other,0,57512
2376,70,Man,China,5,Research Scientist,26,17824
2377,61,Man,South Korea,5,Program/Project Manager,10,41851
2378,32,Man,USA,4,Data Analyst,6,124628
2379,38,Woman,USA,3,Data Scientist,0.5,31109
2380,41,Man,USA,5,Data Scientist,21,116924
2381,44,Man,USA,5,Research Scientist,2,321611
2382,51,Man,Japan,4,Data Engineer,1,4107
2383,42,Woman,USA,5,Data Scientist,29,106015
2384,31,Man,USA,5,Research Scientist,7,96556
2385,50,Man,USA,4,Data Scientist,10,288355
2386,40,Man,China,3,Business Analyst,0.5,10090
2387,45,Man,Japan,4,Research Scientist,2,3554
2388,28,Man,Japan,3,Data Analyst,0.5,290
2389,67,Man,Japan,5,Program/Project Manager,28,92143
2390,48,Man,USA,5,Other,0,111796
2391,33,Man,Japan,3,Other,2,5706
2392,39,Man,USA,4,Data Scientist,8,100824
2393,39,Man,USA,3,Software Engineer,8,195788
2394,18,Man,China,3,Machine Learning Engineer,3,806
2395,61,Man,USA,3,Program/Project Manager,23,244481
2396,34,Woman,USA,5,Data Engineer,29,92869
2397,25,Man,Japan,3,Data Scientist,5,51637
2398,39,Man,USA,4,Other,10,189421
2399,46,Man,USA,5,Research Scientist,0.5,4394
2400,51,Man,Japan,0,Software Engineer,28,121058
2401,20,Man,China,2,Data Analyst,0.5,1132
2402,50,Woman,USA,4,Other,0,39862
2403,26,Man,China,5,Data Scientist,5,499
2404,48,Man,USA,4,Data Analyst,0.5,68172
2405,29,Woman,USA,3,Data Analyst,0.5,45452
2406,25,Man,USA,4,Business Analyst,0.5,992
2407,36,Man,Japan,4,Software Engineer,17,94838
2408,31,Man,USA,3,Other,0.5,39350
2409,43,Man,Japan,3,Program/Project Manager,28,100526
2410,70,Man,USA,3,Software Engineer,24,101236
2411,39,Man,South Korea,3,Data Analyst,3,44418
2412,33,Man,South Korea,2,Data Analyst,3,3360
2413,30,Man,South Korea,3,Data Analyst,0.5,22748
2414,54,Man,USA,4,Business Analyst,0,83087
2415,47,Man,USA,5,Other,15,943153
2416,57,Woman,USA,3,Program/Project Manager,28,168950
2417,28,Prefer not to say,China,3,Data Scientist,3,19247
2418,29,Man,Japan,4,Other,0,28257
2419,30,Man,China,5,Data Scientist,5,36984
2420,30,Woman,USA,3,Other,0,40569
2421,34,Man,Japan,4,Data Scientist,2,7465
2422,19,Man,USA,3,Machine Learning Engineer,1,181067
2423,53,Man,USA,5,Other,25,23843
2424,70,Man,USA,0,Software Engineer,19,133184
2425,33,Woman,China,5,Machine Learning Engineer,4,3975
2426,38,Man,Japan,3,Software Engineer,10,228
2427,30,Man,Japan,4,DBA/Database Engineer,8,426
2428,58,Man,USA,5,Data Scientist,16,93490
2429,35,Man,USA,4,Machine Learning Engineer,6,216761
2430,40,Man,South Korea,0,Business Analyst,0,75328
2431,25,Man,USA,4,Software Engineer,11,1026839
2432,25,Man,USA,3,Data Engineer,4,68129
2433,33,Man,Japan,1,Software Engineer,3,59526
2434,26,Woman,USA,4,Data Analyst,9,77313
2435,39,Woman,USA,3,Other,0.5,51838
2436,46,Man,USA,3,Data Engineer,22,139619
2437,39,Man,USA,4,Data Engineer,2,2781
2438,30,Man,USA,5,Research Scientist,7,25918
2439,25,Man,South Korea,3,Statistician,1,936
2440,30,Man,Japan,5,Research Scientist,2,54446
2441,30,Man,China,4,Other,2,20311
2442,66,Man,USA,4,Program/Project Manager,21,133195
2443,44,Woman,South Korea,0,Software Engineer,12,42
2444,33,Man,China,3,Product Manager,2,33619
2445,43,Man,USA,4,Program/Project Manager,0,40589
2446,43,Man,USA,3,Data Scientist,7,104283
2447,28,Woman,Japan,4,Other,1,35785
2448,55,Man,USA,4,Data Scientist,21,165180
2449,63,Prefer not to say,USA,5,Other,26,456442
2450,34,Man,Japan,4,Other,1,134
2451,26,Man,USA,4,Data Engineer,5,91593
2452,24,Woman,USA,4,Data Analyst,0.5,804
2453,52,Man,USA,4,Software Engineer,23,233005
2454,29,Woman,China,4,Machine Learning Engineer,0.5,858
2455,54,Man,Japan,4,Software Engineer,27,75953
2456,27,Man,China,0,Software Engineer,2,1618
2457,51,Woman,USA,3,Other,0,27261
2458,32,Man,USA,3,Data Scientist,6,123820
2459,32,Man,Japan,4,Research Scientist,2,54581
2460,67,Woman,USA,4,Product Manager,2,85765
2461,32,Man,China,4,Data Analyst,3,1460
2462,32,Man,Japan,4,Data Scientist,1,34022
2463,26,Man,USA,3,Software Engineer,8,114193
2464,24,Man,USA,4,Machine Learning Engineer,4,36764
2465,53,Man,Japan,4,Data Scientist,5,653
2466,49,Man,USA,4,Data Analyst,23,110765
2467,44,Woman,USA,3,Other,0,27766
2468,29,Man,USA,4,Data Analyst,1,72920
2469,28,Man,Japan,4,Data Analyst,1,3978
2470,36,Man,USA,5,Data Scientist,28,127421
2471,69,Man,USA,2,Data Analyst,25,943
2472,27,Woman,USA,3,Data Scientist,6,166752
2473,43,Man,USA,4,Data Scientist,18,114449
2474,37,Man,South Korea,2,Business Analyst,0,34270
2475,49,Man,USA,5,Research Scientist,8,97963
2476,30,Man,China,5,Data Scientist,3,47931
2477,28,Man,USA,4,Other,4,130755
2478,59,Man,Japan,1,Software Engineer,28,93606
2479,50,Woman,USA,3,Data Analyst,20,123285
2480,46,Man,USA,4,Data Scientist,20,168998
2481,66,Nonbinary,USA,4,Program/Project Manager,22,101152
2482,41,Man,Japan,4,Software Engineer,17,56361
2483,34,Man,USA,4,Data Scientist,9,144793
2484,26,Man,USA,4,Data Analyst,5,96284
2485,65,Man,USA,4,Machine Learning Engineer,2,89535
2486,33,Man,USA,4,Machine Learning Engineer,4,473912
2487,29,Man,USA,5,Data Scientist,18,128374
2488,51,Man,South Korea,5,Other,26,5160
2489,49,Woman,USA,3,Data Engineer,13,984
2490,43,Man,Japan,3,Software Engineer,10,55121
2491,27,Man,China,2,Machine Learning Engineer,3,384
2492,22,Man,USA,4,Machine Learning Engineer,5,19
2493,23,Man,USA,4,Data Engineer,1,5080
2494,23,Man,USA,4,Data Analyst,1,67921
2495,41,Man,Japan,4,Data Scientist,21,68673
2496,30,Woman,Japan,3,Software Engineer,6,55702
2497,51,Woman,USA,4,Data Analyst,0,75548
2498,45,Man,USA,4,Data Analyst,22,139422
2499,32,Man,USA,4,Data Scientist,7,119424
2500,34,Man,USA,3,Software Engineer,7,98832
2501,49,Woman,USA,4,Other,0.5,89281
2502,57,Man,USA,2,Software Engineer,27,117919
2503,31,Woman,USA,5,Data Scientist,10,180286
2504,55,Man,South Korea,5,Program/Project Manager,22,129940
2505,47,Man,USA,4,Data Scientist,23,134636
2506,18,Man,China,3,Data Analyst,3,3288
2507,70,Man,USA,3,Statistician,29,307
2508,42,Woman,USA,5,Research Scientist,18,3069
2509,56,Man,USA,5,Research Scientist,26,143868
2510,25,Man,Japan,4,Research Scientist,1,909
2511,70,Man,Japan,5,Research Scientist,26,291
2512,24,Woman,USA,4,Software Engineer,4,121
2513,55,Man,USA,5,Data Scientist,3,430874
2514,30,Man,USA,4,Machine Learning Engineer,8,208248
2515,20,Man,USA,2,Research Scientist,1,548404
2516,61,Man,USA,4,Business Analyst,0,40228
2517,28,Man,Japan,1,Software Engineer,7,4709
2518,58,Man,USA,4,Program/Project Manager,16,147161
2519,23,Man,China,4,Data Analyst,3,45976
2520,33,Man,Japan,1,Data Analyst,0.5,4218
2521,31,Man,Japan,4,Software Engineer,7,79272
2522,42,Man,USA,5,Other,17,220299
2523,39,Man,USA,4,Data Scientist,16,451947
2524,25,Man,China,3,Machine Learning Engineer,6,49372
2525,41,Woman,Japan,4,Data Scientist,1,422
2526,54,Man,USA,3,Other,0,79866
2527,26,Man,USA,4,Data Analyst,4,68566
2528,22,Prefer not to say,China,4,Machine Learning Engineer,2,939
2529,46,Man,Japan,4,Product Manager,4,7913
2530,28,Man,Japan,4,Software Engineer,9,36076
2531,35,Woman,USA,5,Data Scientist,12,133701
2532,32,Man,China,3,Data Analyst,5,22910
2533,45,Man,South Korea,3,Product Manager,0.5,57659
2534,33,Man,USA,3,Other,0.5,30692
2535,24,Man,China,4,Program/Project Manager,1,1018524
2536,36,Man,Japan,3,Research Scientist,0.5,51609
2537,28,Man,China,4,Data Analyst,0.5,21590
2538,45,Man,South Korea,3,Data Engineer,8,67370
2539,47,Man,Japan,4,Machine Learning Engineer,24,13481
2540,25,Woman,USA,4,Data Scientist,2,639
2541,31,Prefer not to say,USA,4,Data Engineer,5,112291
2542,49,Man,USA,4,Data Analyst,17,115195
2543,41,Man,USA,4,Other,23,244640
2544,36,Woman,South Korea,4,Data Analyst,18,94827
2545,26,Woman,USA,4,Business Analyst,4,84052
2546,30,Man,South Korea,4,Other,0.5,8996
2547,36,Man,USA,5,Machine Learning Engineer,22,655985
2548,46,Man,USA,4,Software Engineer,26,228569
2549,33,Woman,USA,3,Other,0.5,30291
2550,32,Man,Japan,3,Data Engineer,3,37211
2551,34,Man,USA,5,Program/Project Manager,4,89955
2552,29,Man,USA,3,Software Engineer,3,87740
2553,68,Man,Japan,3,Software Engineer,23,588
2554,35,Woman,USA,4,Data Scientist,7,83611
2555,31,Man,Japan,4,Data Scientist,6,80120
2556,35,Man,USA,3,Data Scientist,0.5,57820
2557,30,Woman,USA,5,Research Scientist,2,88778
2558,27,Man,USA,2,Software Engineer,5,84877
2559,47,Man,Japan,4,Other,2,73030
2560,54,Man,Japan,4,Data Scientist,25,55492
2561,69,Man,USA,3,Program/Project Manager,20,116805
2562,62,Man,USA,4,Data Scientist,5,192454
2563,29,Man,China,4,Software Engineer,7,185100
2564,32,Man,Japan,5,Research Scientist,0.5,60624
2565,68,Man,USA,4,Other,27,198833
2566,25,Man,USA,4,Business Analyst,2,52771
2567,39,Man,USA,5,Data Scientist,13,165578
2568,35,Prefer not to say,USA,4,Machine Learning Engineer,2,31
2569,40,Man,USA,4,Data Analyst,8,91395
2570,46,Man,USA,5,Data Scientist,13,166174
2571,27,Man,USA,5,Research Scientist,5,194128
2572,38,Woman,USA,4,Program/Project Manager,0,55655
2573,58,Man,South Korea,2,Other,0.5,99470
2574,32,Man,USA,4,Data Analyst,3,60713
2575,48,Man,USA,4,Other,20,117281
2576,46,Man,USA,3,Data Scientist,10,192366
2577,29,Man,Japan,4,Data Engineer,3,3829
2578,27,Man,USA,4,Other,3,21234
2579,35,Man,USA,4,Data Analyst,27,63010
2580,34,Man,South Korea,5,Data Scientist,5,120884
2581,33,Man,China,5,Research Scientist,3,225
2582,47,Man,USA,5,Research Scientist,23,395305
2583,28,Man,USA,4,Data Scientist,8,21720
2584,28,Man,China,4,Other,0.5,51901
2585,47,Man,Japan,4,Other,3,69035
2586,59,Man,USA,4,Data Analyst,6,88699
2587,56,Man,USA,3,Software Engineer,24,142260
2588,48,Man,USA,4,Business Analyst,8,28572
2589,40,Woman,USA,3,Machine Learning Engineer,0.5,509
2590,33,Man,China,3,Business Analyst,3,4046
2591,55,Woman,USA,4,DBA/Database Engineer,25,114
2592,24,Woman,USA,3,Data Analyst,3,70486
2593,27,Man,South Korea,5,Program/Project Manager,19,1362
2594,27,Man,USA,3,Data Analyst,0.5,71294
2595,62,Man,USA,4,Software Engineer,26,156296
2596,28,Man,USA,4,Data Scientist,2,79866
2597,40,Man,USA,1,Data Engineer,5,161485
2598,63,Man,USA,5,Research Scientist,29,96460
2599,40,Woman,USA,4,Data Scientist,11,158586
2600,45,Man,China,4,Data Analyst,5,1089
2601,66,Man,USA,3,Business Analyst,4,30515
2602,32,Man,Japan,4,Software Engineer,3,5702
2603,56,Man,USA,4,Product Manager,5,522746
2604,29,Man,USA,4,Machine Learning Engineer,7,532090
2605,30,Man,Japan,5,Research Scientist,5,43528
2606,32,Man,China,4,Software Engineer,9,12848
2607,23,Woman,China,2,Machine Learning Engineer,0.5,848
2608,29,Man,USA,4,Business Analyst,0.5,95481
2609,50,Man,Japan,5,Other,22,8082
2610,36,Man,Japan,4,Other,1,66100
2611,69,Man,USA,5,Research Scientist,26,182606
2612,28,Man,South Korea,0,Other,0,581
2613,37,Man,Japan,4,Data Scientist,1,109622
2614,55,Man,USA,1,Other,0,65180
2615,29,Man,Japan,4,Developer Relations/Advocacy,3,30632
2616,31,Man,China,4,Business Analyst,3,47106
2617,59,Man,USA,2,Data Analyst,14,118583
2618,37,Man,China,4,Data Scientist,9,1018
2619,30,Woman,Japan,4,Research Scientist,0.5,57554
2620,32,Man,USA,4,Software Engineer,9,131650
2621,42,Man,Japan,4,Data Analyst,10,84047
2622,33,Man,USA,3,Software Engineer,3,66950
2623,33,Woman,USA,4,Data Scientist,5,108605
2624,39,Woman,Japan,4,Data Engineer,5,76506
2625,43,Man,Japan,2,Developer Relations/Advocacy,5,25829
2626,65,Man,Japan,3,Software Engineer,19,53557
2627,25,Man,USA,3,Statistician,3,65439
2628,51,Man,USA,4,Software Engineer,24,232483
2629,30,Man,Japan,3,Software Engineer,2,66722
2630,67,Man,Japan,0,Program/Project Manager,0.5,284
2631,27,Woman,South Korea,3,Data Analyst,0.5,9360
2632,43,Man,Japan,0,Product Manager,0,77967
2633,27,Man,China,4,Data Analyst,4,20424
2634,50,Man,Japan,5,Research Scientist,2,8683
2635,32,Man,Japan,4,Data Scientist,0.5,68318
2636,42,Man,USA,5,Data Scientist,10,181030
2637,30,Man,Japan,4,Data Engineer,2,6716
2638,70,Man,USA,4,Data Analyst,20,4223
2639,18,Man,China,3,Data Analyst,3,908
2640,70,Man,USA,5,Data Scientist,20,54302
2641,31,Man,USA,4,Data Analyst,3,62387
2642,59,Man,Japan,0,Program/Project Manager,5,7069
2643,38,Man,USA,4,Business Analyst,3,108043
2644,24,Man,China,4,Machine Learning Engineer,2,68
2645,29,Man,USA,3,Business Analyst,0,68427
2646,35,Man,USA,3,Data Analyst,0,187
2647,34,Man,USA,4,Data Scientist,10,118450
2648,55,Man,USA,2,Other,0,64470
2649,40,Man,Japan,2,Other,3,40883
2650,41,Man,USA,4,Program/Project Manager,11,154780
2651,42,Man,USA,3,Product Manager,3,387560
2652,20,Man,USA,3,Other,5,51670
2653,52,Man,USA,4,Machine Learning Engineer,27,254595
2654,25,Woman,South Korea,3,Data Analyst,0.5,891
2655,45,Man,USA,5,Data Scientist,18,416
2656,28,Man,USA,4,Data Scientist,5,82807
2657,35,Woman,Japan,5,Data Scientist,6,8206
2658,41,Man,USA,5,Program/Project Manager,14,283515
2659,51,Man,USA,4,Product Manager,29,190850
2660,37,Man,USA,4,Other,3,152534
2661,25,Man,South Korea,3,Machine Learning Engineer,10,5526
2662,40,Man,Japan,0,Other,0.5,34986
2663,54,Woman,USA,3,Data Analyst,0.5,21984
2664,28,Man,USA,3,Other,0,30555
2665,41,Man,USA,4,Machine Learning Engineer,10,141144
2666,34,Woman,USA,4,Software Engineer,5,13828
2667,58,Man,Japan,3,Software Engineer,23,15574
2668,51,Man,USA,4,Data Analyst,19,117686
2669,28,Man,China,4,Software Engineer,4,83175
2670,55,Man,USA,4,DBA/Database Engineer,25,414
2671,25,Prefer not to say,Japan,0,Program/Project Manager,0.5,43157
2672,44,Man,USA,2,Software Engineer,20,193338
2673,29,Man,USA,4,Data Scientist,7,110457
2674,30,Man,USA,4,Machine Learning Engineer,11,96384
2675,48,Man,Japan,5,Machine Learning Engineer,17,92856
2676,33,Man,USA,4,Software Engineer,8,108642
2677,60,Man,Japan,5,Research Scientist,6,111836
2678,31,Man,Japan,4,Software Engineer,5,54698
2679,45,Man,Japan,4,Other,5,7070
2680,65,Man,USA,2,Other,0,56569
2681,22,Man,USA,4,Data Scientist,3,115809
2682,53,Man,Japan,2,Software Engineer,25,123814
2683,61,Man,Japan,3,Data Analyst,3,48345
2684,33,Woman,Japan,3,Other,0.5,2796
2685,59,Prefer not to say,USA,4,DBA/Database Engineer,29,755
2686,36,Woman,USA,4,Machine Learning Engineer,9,151445
2687,24,Man,China,3,Software Engineer,0.5,553
2688,30,Man,USA,5,Data Scientist,7,137943
2689,56,Prefer not to say,USA,5,Research Scientist,20,907
2690,37,Man,Japan,4,Software Engineer,13,3350
2691,51,Man,USA,4,Program/Project Manager,7,133389
2692,70,Man,USA,5,Research Scientist,21,14836
2693,31,Man,South Korea,5,Research Scientist,0.5,375
2694,57,Man,USA,4,Program/Project Manager,29,161758
2695,48,Man,USA,4,Data Scientist,24,368608
2696,46,Man,USA,4,Data Scientist,7,79405
2697,30,Man,USA,5,Data Scientist,15,866827
2698,30,Man,Japan,4,Software Engineer,19,648448
2699,59,Man,Japan,5,Data Scientist,22,134442
2700,23,Man,USA,3,Software Engineer,3,59918
2701,30,Man,South Korea,4,Software Engineer,2,6750
2702,49,Man,USA,3,Other,26,976274
2703,24,Man,USA,4,Data Scientist,3,1215
2704,59,Man,Japan,3,Software Engineer,26,68212
2705,39,Woman,USA,4,Data Analyst,1,117471
2706,25,Man,USA,4,Business Analyst,1,74041
2707,37,Man,USA,5,Machine Learning Engineer,18,418889
2708,22,Man,China,4,Data Scientist,1,1648
2709,28,Woman,USA,4,Research Scientist,8,103738
2710,30,Man,China,5,Data Scientist,5,4191
2711,21,Man,USA,3,Data Scientist,3,148157
2712,34,Man,China,5,Data Analyst,4,43583
2713,36,Man,Japan,5,Data Scientist,17,4676
2714,23,Man,South Korea,2,Data Analyst,0.5,124
2715,26,Man,Japan,1,Data Analyst,3,3706
2716,27,Man,USA,3,Data Analyst,3,141218
2717,47,Man,Japan,3,Business Analyst,0.5,13078
2718,32,Man,Japan,4,Research Scientist,5,48923
2719,25,Man,Japan,4,Data Analyst,3,57285
2720,58,Man,USA,4,Data Scientist,12,124501
2721,39,Man,USA,4,Program/Project Manager,4,114862
2722,38,Man,USA,4,Data Scientist,5,183403
2723,26,Woman,USA,4,DBA/Database Engineer,10,48836
2724,49,Man,USA,4,Program/Project Manager,25,103688
2725,27,Man,Japan,3,Data Scientist,1,52264
2726,52,Woman,USA,4,Other,3,69371
2727,26,Man,Japan,3,Software Engineer,5,661
2728,23,Man,USA,3,Program/Project Manager,0.5,66352
2729,22,Man,China,4,Machine Learning Engineer,0.5,651
2730,70,Man,USA,2,Other,2,78997
2731,42,Man,USA,4,Data Scientist,1,105188
2732,37,Man,USA,4,Software Engineer,10,115809
2733,26,Man,China,3,Data Analyst,5,16759
2734,39,Man,Japan,4,Software Engineer,22,5565
2735,32,Man,USA,0,Business Analyst,0,42972
2736,40,Man,USA,3,Software Engineer,5,121830
2737,54,Woman,USA,5,Data Scientist,21,113212
2738,26,Woman,South Korea,0,Data Analyst,2,4629
2739,24,Man,USA,3,Software Engineer,3,78849
2740,25,Man,South Korea,4,Machine Learning Engineer,11,55437
2741,43,Man,USA,4,Data Scientist,12,135597
2742,22,Man,China,4,Data Scientist,4,163
2743,65,Man,USA,3,Business Analyst,1,0
2744,25,Man,USA,5,Machine Learning Engineer,10,288536
2745,22,Woman,China,4,Data Engineer,0.5,50930
2746,60,Man,USA,1,Other,0.5,29942
2747,26,Woman,USA,5,Data Analyst,9,121208
2748,38,Man,USA,4,Data Scientist,14,118077
2749,38,Man,USA,5,Data Scientist,1,238
2750,30,Man,Japan,3,Data Analyst,3,7645
2751,50,Prefer not to say,USA,5,Data Scientist,22,858
2752,28,Woman,USA,4,Data Scientist,5,13246
2753,45,Woman,USA,4,Data Scientist,21,128384
2754,31,Man,USA,3,Data Scientist,14,204640
2755,19,Woman,China,4,Data Analyst,1,606
2756,25,Woman,USA,4,Data Scientist,0.5,24257
2757,54,Man,Japan,3,Data Analyst,1,8437
2758,23,Man,USA,3,Software Engineer,3,85227
2759,29,Prefer not to say,USA,4,Data Scientist,6,107811
2760,50,Woman,USA,5,Research Scientist,2,168091
2761,48,Man,USA,3,Other,22,118777
2762,40,Man,USA,5,Software Engineer,26,176308
2763,39,Man,Japan,4,Machine Learning Engineer,10,85720
2764,50,Woman,USA,3,Other,2,146776
2765,27,Woman,USA,4,Other,0,58254
2766,35,Woman,USA,4,Data Analyst,5,180636
2767,47,Man,USA,3,Business Analyst,1,85811
2768,25,Man,China,4,Data Analyst,5,42130
2769,29,Man,USA,3,Other,3,42177
2770,62,Man,USA,5,Software Engineer,22,58
2771,26,Woman,USA,4,Data Analyst,3,21736
2772,27,Man,Japan,4,Machine Learning Engineer,5,47754
2773,31,Man,USA,5,Data Scientist,7,156940
2774,22,Woman,USA,4,Product Manager,1,74502
2775,23,Woman,South Korea,2,Data Engineer,2,959
